sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves
208245,L. Becerra,Leandro Rodrigo Becerra,30,26/01/1984,175,70,Argentina,Defensa y Justicia,64,64,0,0,Left,1,3,2
208684,C. Dobnik,Christian Dobnik,27,10/07/1986,181,80,Austria,Wolfsberger AC,64,64,0,0,Right,1,3,1
209053,F. Al Thunayyan,Fahad Mohammed Al Thunayyan,27,29/08/1986,185,79,Saudi Arabia,Al Hilal,64,64,0,0,Left,1,3,1
209177,T. Buhumaid,Tawfiq Buhumaid,28,13/05/1986,179,60,Saudi Arabia,Al Fateh,64,64,0,0,Left,1,3,2
209212,F. Cheklam,Farid Cheklam,29,21/09/1984,192,83,Algeria,Najran SC,64,64,0,0,Right,1,3,2
209276,F. Al Sobea,Faiz Hussain Al Sobea,31,10/09/1982,190,80,Saudi Arabia,Al Hilal,64,64,0,0,Right,1,2,1
209457,J. Arrieta,Jairo Arrieta Obando,30,25/08/1983,173,70,Costa Rica,Columbus Crew SC,64,64,0,0,Right,1,4,3
211693,T. Göhlert,Tim Göhlert,29,15/09/1984,190,82,Germany,1. FC Heidenheim 1846,64,64,0,0,Right,1,3,2
212088,M. Abdel-Shafy,Mohamed Abdul Shafy Sayed Abouezeid,28,01/07/1985,179,75,Egypt,Egypt,64,64,0,0,Left,1,3,2
213943,I. Garrido,Iván Alonso Garrido Pinzón,33,02/06/1981,186,80,Colombia,Atlético Huila,64,64,0,0,Right,1,2,2
213944,J. Zea,Jhon Fredy Zea Mosquera,30,02/11/1983,169,64,Colombia,Deportivo Pasto,64,64,0,0,Right,1,2,2
213977,J. Serpa,Janer Alberto Serpa Pacheco,33,12/02/1981,194,90,Colombia,Deportes Tolima,64,64,0,0,Right,1,3,1
214067,E. Cantero,Ever Milton Cantero Benítez,28,03/12/1985,178,77,Paraguay,CD Cobresal,64,64,0,0,Right,1,4,3
214144,D. Chica,Diego Fernando Chica López,33,11/02/1981,175,70,Colombia,Boyacá Chicó FC,64,64,0,0,Left,1,4,2
214227,S. Montesinos,Sebastián Francisco Javier Montesinos Pezoa,28,12/03/1986,183,84,Chile,Deportivo Ñublense,64,64,0,0,Right,1,2,2
214256,J. Cisternas,Jonathan Josué Cisternas Fernández,34,16/06/1980,168,68,Chile,Deportivo Ñublense,64,64,0,0,Right,1,4,2
214275,B. Rieloff,Boris Alexis Rieloff Venegas,30,08/01/1984,186,84,Chile,Deportes Iquique,64,64,0,0,Right,1,3,2
214289,H. Macías,Harold Macías Cabrera,34,12/06/1980,181,78,Colombia,Patriotas Boyacá FC,64,64,0,0,Right,1,3,2
214311,J. Romero,Jáider José Romero Romero,32,22/05/1982,176,74,Colombia,Junior FC,64,64,0,0,Right,1,3,3
214355,R. Jérez,Ricardo Antonio Jérez Figueroa,28,04/02/1986,188,84,Guatemala,Alianza Petrolera,64,64,0,0,Left,1,3,1
214359,P. Pino,Pedro Macario Pino Moreno,35,30/07/1978,175,75,Colombia,Fortaleza CEIF,64,64,0,0,Right,1,2,2
214458,D. Rosende,Diego Rosende Lagos,28,11/02/1986,172,69,Chile,CD Palestino,64,64,0,0,Right,1,3,3
214494,V. Cortés,Víctor Javier Cortés,38,26/02/1976,168,68,Colombia,Envigado FC,64,64,0,0,Right,1,4,2
214513,J. Montaño,John Jairo Montaño Victoria,30,17/04/1984,183,80,Colombia,Deportivo Pasto,64,64,0,0,Left,1,3,2
214935,G. Vallés,Gabriel Vallés,28,31/05/1986,169,65,Argentina,Independiente,64,64,0,0,Right,1,3,2
215096,N. Ortiz,Nicolás Ortiz,30,06/04/1984,175,73,Chile,CD Antofagasta,64,64,0,0,Left,1,3,2
215231,D. Leyes,Damián Leyes,28,14/01/1986,180,88,Argentina,Quilmes Atlético Club,64,64,0,0,Right,1,3,2
215258,C. Mansanelli,César Mansanelli,33,29/08/1980,180,80,Argentina,Belgrano de Córdoba,64,64,0,0,Right,1,3,3
216301,E. Gil,Emmanuel Gil,27,16/08/1986,170,69,Mexico,Tiburones Rojos de Veracruz,64,64,0,0,Right,1,4,2
216660,Hugo Álvarez,Hugo Álvarez Quintas,29,21/06/1985,183,72,Spain,CD Tenerife,64,64,0,0,Right,1,3,2
218897,L. Delgado,Leandro Javier Delgado Plenkovich,31,15/07/1982,178,73,Chile,CD Huachipato,64,64,0,0,Right,1,3,2
223530,M. Justesen,Mads Justesen,31,31/12/1982,196,90,Denmark,Hobro IK,64,64,0,0,Right,1,3,2
223547,D. Monllor,Daniel Monllor,29,20/07/1984,190,86,Argentina,Boavista FC,64,64,0,0,Right,1,2,1
223735,Tom,Wellington Da Silva,28,23/07/1985,181,73,Brazil,Medipol Başakşehir FK,64,64,0,0,Right,1,3,3
223927,D. Djikanovic,Djordje Djikanovic,29,18/08/1984,191,81,Montenegro,Hajer,64,64,0,0,Right,1,3,2
224096,Gökçek Vederson,Wederson Luiz da Silva Medeiros,32,22/07/1981,176,75,Brazil,Mersin İdman Yurdu,64,64,0,0,Left,1,3,3
224286,Leandro,Leandro Messias dos Santos,30,29/12/1983,183,77,Brazil,Korona Kielce,64,64,0,0,Right,1,3,2
224343,G. Reyes,Guillermo Martín Reyes Maneiro,27,10/07/1986,186,85,Uruguay,CD Huachipato,64,64,0,0,Left,1,2,1
225221,S. Del Mare,Stefano Del Mare,27,08/08/1986,174,72,Italy,Vicenza,64,64,0,0,Right,1,3,3
222394,Y. Bnou-Marzuk,Younes Bnou Marzouk,18,02/03/1996,180,75,France,Juventus,63,82,0,0,Right,1,3,3
212628,M. Sarr,Marian Sarr,19,30/01/1995,188,83,Germany,Borussia Dortmund,63,81,0,0,Left,1,3,2
213642,J. Wilson,James Wilson,18,01/12/1995,184,82,England,Manchester United,63,81,0,0,Left,1,4,2
220814,L. Hernández,Lucas Hernández,18,14/02/1996,180,75,France,Atlético Madrid,63,81,0,0,Left,1,3,2
216388,A. Saint-Maximin,Allan Saint-Maximin,17,12/03/1997,173,67,France,AS Saint-Étienne,63,80,0,0,Right,1,3,3
213957,L. Crecco,Luca Crecco,18,06/09/1995,183,76,Italy,Ternana,63,79,0,0,Left,1,2,2
222028,J. Weigl,Julian Weigl,18,08/09/1995,186,70,Germany,TSV 1860 München,63,79,0,0,Right,1,3,2
224122,Caio Rangel,Caio Rangel Da Silva,18,16/01/1996,172,70,Brazil,Cagliari,63,79,0,0,Right,1,3,3
211064,M. Piredda,Marco Piredda,20,05/04/1994,170,68,Italy,Ternana,63,78,0,0,Right,1,3,2
212622,J. Kimmich,Joshua Kimmich,19,08/02/1995,176,70,Germany,RB Leipzig,63,78,0,0,Right,1,3,3
213954,A. Mitryushkin,Anton Mitryushkin,18,08/02/1996,186,79,Russia,Spartak Moscow,63,78,0,0,Right,1,3,1
214643,Octávio,Octávio Merlo Manteca,20,29/12/1993,186,81,Brazil,Fiorentina,63,78,0,0,Right,1,2,3
220633,D. Gray,Demarai Gray,18,28/06/1996,178,66,England,Birmingham City,63,78,0,0,Right,1,3,3
204782,S. Yesil,Samed Yeşil,20,25/05/1994,180,72,Germany,Liverpool,63,77,0,0,Right,1,3,3
209318,B. de Jong,Boy de Jong,20,10/04/1994,180,76,Netherlands,PEC Zwolle,63,77,0,0,Right,1,3,1
210394,J. Ikoko,Jordan Ikoko,20,03/02/1994,172,69,France,Le Havre AC,63,77,0,0,Right,1,2,2
215480,A. Boljević,Aleksandar Boljević,18,12/12/1995,182,73,Montenegro,PSV,63,77,0,0,Left,1,5,3
215970,B. Bolingoli Mbombo,Boli Bolingoli Mbombo,18,01/07/1995,180,72,Belgium,Club Brugge KV,63,77,0,0,Left,1,3,2
216266,K. Tete,Kenny Tete,18,09/10/1995,175,70,Netherlands,Ajax,63,77,0,0,Right,1,3,2
222390,Unai López,Unai López Cabrera,18,30/10/1995,169,64,Spain,Athletic Club de Bilbao,63,77,0,0,Right,1,3,2
222544,E. Koulouris,Efthimios Koulouris,18,06/03/1996,182,70,Greece,PAOK,63,77,0,0,Right,1,3,2
200780,G. Bigirimana,Gael Bigirimana,20,22/10/1993,177,74,England,Newcastle United,63,76,0,0,Right,1,3,2
203428,E. Hewitt,Elliott  Hewitt,20,30/05/1994,180,75,Wales,Ipswich Town,63,76,0,0,Right,1,3,2
205207,C. Ramírez,Cristian Leonel Ramírez Zambrano,19,12/08/1994,173,79,Ecuador,1. FC Nürnberg,63,76,0,0,Left,1,4,2
207639,C. Reilly,Callum Reilly,20,03/10/1993,185,78,Republic of Ireland,Birmingham City,63,76,0,0,Left,1,4,2
210719,M. Kempf,Marc-Oliver Kempf,19,28/01/1995,185,82,Germany,SC Freiburg,63,76,0,0,Left,1,3,2
211990,O. Vlachodimos,Odisseas Vlachodimos,20,26/04/1994,191,77,Germany,VfB Stuttgart,63,76,0,0,Right,1,3,1
212476,Medrán,Álvaro Medrán Just,20,15/03/1994,176,68,Spain,Real Madrid,63,76,0,0,Right,1,4,2
216437,Wallace,Wallace Fortuna dos Santos,20,14/10/1993,191,83,Brazil,AS Monaco,63,76,0,0,Right,1,2,2
220579,Y. Kaabouni,Younès Kaabouni,19,23/05/1995,179,67,France,FC Girondins de Bordeaux,63,76,0,0,Right,1,3,2
221271,T. Pellenard,Théo Pellenard,20,04/03/1994,182,71,France,FC Girondins de Bordeaux,63,76,0,0,Left,1,3,2
202199,G. Long,George Long,20,05/11/1993,193,94,England,Oxford United,63,75,0,0,Left,1,3,1
205556,L. Krajnc,Luka Krajnc,19,19/09/1994,187,86,Slovenia,Cesena,63,75,0,0,Left,1,2,2
210403,D. Chouchoumis,Diamantis Chouchoumis,19,17/07/1994,183,75,Greece,Panathinaikos FC,63,75,0,0,Left,1,3,2
210970,B. Adjei-Boateng,Bismark Adjei-Boateng,20,10/05/1994,179,71,Ghana,Strømsgodset IF,63,75,0,0,Right,1,3,2
213905,S. Gallagher,Sam Gallagher,18,15/09/1995,193,75,England,Southampton,63,75,0,0,Right,1,2,2
215559,Lucas Evangelista,Lucas E. Santana de Oliveira,19,06/05/1995,181,70,Brazil,Udinese,63,75,0,0,Left,1,3,4
216390,O. Álvarez,Oswal Andrés Álvarez Salazar,19,11/06/1995,178,78,Colombia,RSC Anderlecht,63,75,0,0,Right,1,4,3
219836,Rubén Yáñez,Orlando Rubén Yáñez Alabart,20,12/10/1993,190,81,Spain,Real Madrid,63,75,0,0,Right,1,2,1
221120,R. Vloet,Rai Vloet,19,08/05/1995,187,76,Netherlands,PSV,63,75,0,0,Right,1,4,3
225441,K. Palmer,Kasey Palmer,17,09/11/1996,180,68,England,Chelsea,63,75,0,0,Right,1,4,3
194367,E. Hadžić,Eldin Hadzic Osmanovic,21,02/11/1992,179,75,Bosnia Herzegovina,Real Zaragoza,63,74,0,0,Right,1,3,2
204966,Adrián Ortolá,Adrián Ortolá Vañó,20,20/08/1993,182,71,Spain,FC Barcelona B,63,74,0,0,Left,1,3,1
205593,M. Chacón,Michael Steven Chacón Ibargüen,20,11/04/1994,176,68,Netherlands,SC Heerenveen,63,74,0,0,Right,1,3,2
206530,M. Høibråten,Marius Høibråten,19,23/01/1995,184,77,Norway,Strømsgodset IF,63,74,0,0,Left,1,4,2
206626,M. Ishak,Mikael Ishak,21,31/03/1993,185,79,Sweden,Randers FC,63,74,0,0,Right,1,4,3
209990,R. Strebinger,Richard Strebinger,21,14/02/1993,194,90,Austria,SV Werder Bremen,63,74,0,0,Right,1,2,1
210617,Samu Castillejo,Samuel Castillejo Azuaga,19,18/01/1995,179,61,Spain,Málaga CF,63,74,0,0,Left,1,2,3
210985,B. Osborn,Ben Osborn,19,05/08/1994,169,67,England,Nottingham Forest,63,74,0,0,Left,1,2,2
211428,Etxeberría,Markel Etxeberría Mendiola,19,15/02/1995,180,72,Spain,Athletic Club de Bilbao,63,74,0,0,Right,1,3,2
211581,S. O'Neill,Shane O'Neill,20,02/09/1993,188,86,United States,Colorado Rapids,63,74,0,0,Right,1,2,2
214002,Ricardo Alves,Ricardo Alves Coelho da Silva,21,25/03/1993,184,80,Portugal,Os Belenenses,63,74,0,0,Left,1,3,2
214505,O. Mancilla,Omar Mancilla Arboleda,19,05/10/1994,188,84,Colombia,Deportivo Pasto,63,74,0,0,Right,1,3,2
215495,B. Ndoye,Birama Ndoye,20,27/03/1994,182,80,Senegal,FC Sion,63,74,0,0,Right,1,3,2
218980,J. Silva,José Johan Silva Hurtatiz,20,12/06/1994,189,80,Colombia,Deportivo Cali,63,74,0,0,Right,1,2,1
219715,R. Di Gennaro,Raffaele Di Gennaro,20,03/10/1993,185,78,Italy,Latina,63,74,0,0,Right,1,1,1
219721,A. Camigliano,Agostino Camigliano,19,11/07/1994,187,77,Italy,Virtus Entella,63,74,0,0,Right,1,3,2
220968,A. El Messaoudi,Ahmed El Messaoudi,18,03/08/1995,182,78,Belgium,Lierse SK,63,74,0,0,Right,1,4,2
221890,J. Fulton,Jay Fulton,20,04/04/1994,178,68,England,Swansea City,63,74,0,0,Right,1,3,2
222883,T. Touré,Thomas Touré,20,27/12/1993,175,75,France,FC Girondins de Bordeaux,63,74,0,0,Right,1,3,2
224070,N. Ioannidis,Nikolaos Ioannidis,20,26/04/1994,188,79,Greece,PEC Zwolle,63,74,0,0,Right,1,3,2
200759,J. Schlupp,Jeffrey Schlupp,21,23/12/1992,178,72,Ghana,Leicester City,63,73,0,0,Left,1,2,2
201361,Miranda,Marcos Vinicius Santos Miranda,22,06/03/1992,193,90,Brazil,Chievo Verona,63,73,0,0,Right,1,2,1
203331,L. Isgrove,Lloyd Isgrove,21,12/01/1993,170,72,Wales,Southampton,63,73,0,0,Right,1,3,3
203615,T. Kainz,Tobias Kainz,21,31/10/1992,174,68,Austria,SC Wiener Neustadt,63,73,0,0,Right,1,3,2
207794,W. Van Tricht,Wannes Van Tricht,20,13/11/1993,173,64,Belgium,KV Mechelen,63,73,0,0,Right,1,4,2
208102,K. Larsen,Kasper Larsen,21,25/01/1993,190,80,Denmark,Odense Boldklub,63,73,0,0,Right,1,2,2
208502,J. Van Rankin,José Carlos Van Rankin Galland,21,14/05/1993,174,65,Mexico,U.N.A.M.,63,73,0,0,Right,1,3,2
208509,T. Foket,Thomas Foket,19,25/09/1994,179,75,Belgium,KAA Gent,63,73,0,0,Right,1,3,3
208781,W. Marinus,Wouter Marinus,19,18/02/1995,179,73,Netherlands,PEC Zwolle,63,73,0,0,Right,1,4,2
209485,A. Bieler,Alexander Mühling,21,05/09/1992,186,84,Germany,SV Sandhausen,63,73,0,0,Right,1,3,2
210313,T. Murg,Thomas Murg,19,14/11/1994,173,70,Austria,SV Ried,63,73,0,0,Left,1,3,2
210831,B. Verstraete,Birger Verstraete,20,16/04/1994,176,66,Belgium,Royal Excel Mouscron,63,73,0,0,Right,1,3,2
212420,M. Sarr,Mouhamadou-Naby Sarr,20,13/08/1993,196,94,France,Sporting CP,63,73,0,0,Left,1,3,2
212451,Luís Rocha,Luís Augusto Martins Rocha,21,27/06/1993,177,71,Portugal,Vitória Guimarães,63,73,0,0,Left,1,3,2
213414,W. Troost-Ekong,William Troost-Ekong,20,01/09/1993,191,82,Netherlands,FC Dordrecht,63,73,0,0,Right,1,3,2
215036,F. Cornejo,Fernando Cornejo,18,26/12/1995,171,65,Chile,CD Cobreloa,63,73,0,0,Right,1,3,3
219859,C. Torres,Carlos Leonel Torres,19,20/10/1994,174,66,Argentina,Newell's Old Boys,63,73,0,0,Right,1,3,4
219988,F. Avenatti,Felipe Nicolás Avenatti,21,26/04/1993,196,86,Uruguay,Ternana,63,73,0,0,Left,1,2,2
220574,Álvaro Tierno,Álvaro Tierno Román,21,30/10/1992,178,67,Spain,Real Zaragoza,63,73,0,0,Left,1,3,2
223566,W. Dammers,Wessel Dammers,19,01/03/1995,182,76,Netherlands,Feyenoord,63,73,0,0,Right,1,4,2
223697,R. Gosens,Robin Gosens,19,05/07/1994,183,76,Germany,FC Dordrecht,63,73,0,0,Left,1,3,2
224189,Y. Barbet,Yoann Barbet,21,10/05/1993,187,81,France,Chamois Niortais Football Club,63,73,0,0,Left,1,2,2
185438,N. Bärkroth,Nicklas Bärkroth,22,19/01/1992,172,78,Sweden,IF Brommapojkarna,63,72,0,0,Right,1,4,3
186607,D. Ragatzu,Daniele Ragatzu,22,21/09/1991,172,68,Italy,FC Pro Vercelli 1892,63,72,0,0,Right,1,3,3
189171,A. Chicksen,Adam Chicksen,22,27/09/1991,173,74,England,Brighton & Hove Albion,63,72,0,0,Left,1,3,2
192496,P. Downing,Paul Downing,22,26/10/1991,186,79,England,Walsall,63,72,0,0,Right,1,3,2
198153,J. Taylor,Jake Taylor,22,01/12/1991,177,77,Wales,Reading,63,72,0,0,Right,1,3,2
199002,M. Amini,Mustafa Amini,21,20/04/1993,176,74,Australia,Borussia Dortmund,63,72,0,0,Right,1,4,3
202811,E. Martinez,Emiliano Martinez,21,02/09/1992,191,88,Argentina,Arsenal,63,72,0,0,Right,1,3,1
202884,L. Spinazzola,Leonardo Spinazzola,21,25/03/1993,186,75,Italy,Atalanta,63,72,0,0,Right,1,4,3
202930,K. Karikari,Kwame Amponsah Karikari,22,21/01/1992,188,81,Ghana,AIK,63,72,0,0,Left,1,3,3
204686,W. Packwood,Will Packwood,21,21/05/1993,191,80,United States,Birmingham City,63,72,0,0,Right,1,3,2
204761,G. Hall,Grant Hall,22,29/10/1991,191,71,England,Birmingham City,63,72,0,0,Right,1,3,2
207650,E. Krafth,Emil Krafth,19,02/08/1994,181,79,Sweden,Helsingborgs IF,63,72,0,0,Right,1,3,2
207818,Amorim,João Filipe Amorim Gomes,21,26/07/1992,179,76,Portugal,Vitória Guimarães,63,72,0,0,Right,1,3,2
208316,A. Blomqvist,Andreas Blomqvist,22,05/05/1992,175,70,Sweden,Mjällby AIF,63,72,0,0,Right,1,3,3
208514,J. Streutker,Jens Jurn Streutker,21,23/02/1993,196,75,Netherlands,SC Heerenveen,63,72,0,0,Right,1,3,2
209701,J. Pelupessy,Joey Pelupessy,21,15/05/1993,172,63,Netherlands,Heracles Almelo,63,72,0,0,Right,1,3,2
209717,G. Hernández,Giovani Hernández,21,04/01/1993,172,73,Mexico,Guadalajara,63,72,0,0,Left,1,3,2
210141,Y. Al Fahmi,Yasir Al Fahmi,22,20/12/1991,169,67,Saudi Arabia,Al Ahli,63,72,0,0,Left,1,3,3
210862,Ricardo Ferreira,Ricardo José Araújo Ferreira,21,25/11/1992,190,76,Portugal,FC Paços de Ferreira,63,72,0,0,Right,1,2,2
211454,M. Elneny,Mohamed Naser Elsayed Elneny,21,11/07/1992,180,71,Egypt,FC Basel 1893,63,72,0,0,Right,1,3,3
212259,C. Dawson,Christopher Dawson,19,02/09/1994,168,66,Wales,Leeds United,63,72,0,0,Right,1,4,2
212574,J. Park,박정빈 Jung Bin Park,20,22/02/1994,177,74,Korea Republic,Karlsruher SC,63,72,0,0,Right,1,4,3
213573,M. Gersbeck,Marius Gersbeck,19,20/06/1995,187,80,Germany,Hertha BSC,63,72,0,0,Left,1,3,1
213670,I. Ssewankambo,Isak Ssewankambo,18,27/02/1996,179,74,Sweden,NAC Breda,63,72,0,0,Right,1,3,2
214690,O. Hernández,Oscar Ignacio Hernández Polanco,19,03/07/1994,177,64,Chile,AC Barnechea,63,72,0,0,Right,1,3,3
215147,L. Giannetti,Lautaro Giannetti,20,13/11/1993,184,79,Argentina,Vélez Sarsfield,63,72,0,0,Right,1,2,2
216410,Vinícius,Vinícius de Freitas Ribeiro,21,07/03/1993,183,78,Brazil,Perugia,63,72,0,0,Left,1,3,2
219479,M. Presentado,Matías Isidoro Presentado,21,13/08/1992,187,77,Argentina,Estudiantes de La Plata,63,72,0,0,Right,1,3,2
220358,F. Monteseirín,Facundo Monteseirín,19,12/03/1995,184,82,Argentina,Club Atlético Lanús,63,72,0,0,Right,1,3,2
189573,Iker Guarrotxena,Iker Guarrotxena Vallejo,21,06/12/1992,177,66,Spain,CD Tenerife,63,71,0,0,Right,1,3,2
189842,O. Gobern,Oscar Gobern,23,26/01/1991,191,72,England,Huddersfield Town,63,71,0,0,Left,1,2,2
190446,N. Eccleston,Nathan  Eccleston,23,30/12/1990,178,75,England,Partick Thistle FC,63,71,0,0,Right,1,3,3
190602,R. Brosco,Riccardo Brosco,23,03/02/1991,190,78,Italy,Latina,63,71,0,0,Right,1,2,2
190682,Y. Kasim,Yaser Kasim,23,10/05/1991,181,73,Iraq,Swindon Town,63,71,0,0,Right,1,4,3
192118,A. Angeli,Arnor Angeli,23,25/02/1991,183,77,Belgium,Avellino,63,71,0,0,Right,1,3,2
193357,L. Hodson,Lee Hodson,22,02/10/1991,174,72,Northern Ireland,Milton Keynes Dons,63,71,0,0,Right,1,3,3
194122,W. Grigg,Will Grigg,22,03/07/1991,180,70,Northern Ireland,Milton Keynes Dons,63,71,0,0,Right,1,3,2
198811,F. Jensen,Fredrik Oldrup Jensen,21,18/05/1993,185,73,Norway,Odds BK,63,71,0,0,Right,1,3,2
198959,F. Paghera,Fabrizio Paghera,22,12/12/1991,173,70,Italy,SS Virtus Lanciano,63,71,0,0,Right,1,3,2
199170,B. Dabo,Bryan Dabo,22,18/02/1992,185,75,France,Montpellier HSC,63,71,0,0,Right,1,2,2
199815,S. Mantom,Sam Mantom,22,20/02/1992,175,70,England,Walsall,63,71,0,0,Right,1,3,2
200787,H. Novillo,Harry Novillo,22,11/02/1992,182,80,France,Clermont Foot 63,63,71,0,0,Right,1,3,3
201894,B. Adams,Blair Adams,22,08/09/1991,180,72,England,Notts County,63,71,0,0,Left,1,3,3
202123,C. Aneke,Chukwuemeka Ademola Amachi Aneke,20,03/07/1993,189,94,England,SV Zulte-Waregem,63,71,0,0,Right,1,3,3
202748,Ko Moo Yul,고무열 高武烈,23,05/09/1990,185,78,Korea Republic,Pohang Steelers,63,71,0,0,Right,1,4,2
203268,L. Cole,Larnell Cole,21,09/03/1993,168,78,England,Fulham,63,71,0,0,Right,1,2,3
204360,C. Newton,Conor Newton,22,17/10/1991,183,70,England,Rotherham United,63,71,0,0,Right,1,3,3
205663,M. Busellato,Massimiliano Busellato,21,23/04/1993,174,73,Italy,Cittadella,63,71,0,0,Right,1,3,2
207917,Pedro Martín,Pedro José Martín Moreno,22,12/01/1992,180,76,Spain,CD Mirandés,63,71,0,0,Right,1,3,3
209833,Tiá Sastre,Sebastiá Sastre Catalá,20,22/06/1994,172,66,Spain,RCD Mallorca,63,71,0,0,Left,1,4,3
210377,Teixeira,João Carlos Vilaça Teixeira,21,18/01/1993,177,76,Portugal,Brighton & Hove Albion,63,71,0,0,Right,1,3,3
211991,M. Vitzthum,Michael Vitzthum,22,20/06/1992,185,75,Germany,1. FC Heidenheim 1846,63,71,0,0,Left,1,3,2
213937,Aketxe,Ager Aketxe Barrutia,20,30/12/1993,172,68,Spain,Athletic Club de Bilbao,63,71,0,0,Left,1,3,3
214231,M. Jorquera,Marcelo Jorquera,21,13/10/1992,178,75,Chile,Deportes Iquique,63,71,0,0,Left,1,3,3
214238,P. Parra,Pablo Alejandro Parra Rubilar,20,23/06/1994,175,60,Chile,Deportivo Ñublense,63,71,0,0,Right,1,3,4
214411,N. Maturana,Nicolás Alexander Maturana Caneo,20,08/07/1993,168,70,Chile,AC Barnechea,63,71,0,0,Left,1,3,3
216447,Álvaro,Álvaro García Rivera,21,27/10/1992,168,57,Spain,Racing Santander,63,71,0,0,Left,1,3,3
217036,Álex Moreno,Alexandre Moreno Lopera,21,08/06/1993,179,68,Spain,Rayo Vallecano,63,71,0,0,Left,1,3,3
219837,Aguza,Sergio Aguza Santiago,21,02/09/1992,179,70,Spain,Real Madrid,63,71,0,0,Right,1,3,3
219978,Hebert,Hebert Silva Santos,23,23/05/1991,191,87,Brazil,Piast Gliwice,63,71,0,0,Left,1,2,2
220854,E. Gutiérrez,Erick Gutiérrez,19,15/06/1995,177,69,Mexico,Pachuca,63,71,0,0,Left,1,3,2
221235,A. Mosquera,Andrés Felipe Mosquera Marmolejo,22,10/09/1991,186,81,Colombia,Fortaleza CEIF,63,71,0,0,Right,1,2,1
221651,Ahn Yong Woo,안용우 安庸佑,22,10/08/1991,178,68,Korea Republic,Jeonnam Dragons,63,71,0,0,Left,1,3,2
223016,S. Ay,Selim Ay,22,31/07/1991,184,80,Turkey,Atiker Konyaspor,63,71,0,0,Right,1,2,2
223017,O. Şahiner,Ömer Ali Şahiner,22,02/01/1992,175,70,Turkey,Atiker Konyaspor,63,71,0,0,Right,1,3,3
223610,Concha,David Concha Salas,17,20/11/1996,172,61,Spain,Racing Santander,63,71,0,0,Right,1,3,3
224449,H. Ekstein,Hendrick Ekstein,23,01/01/1991,174,65,South Africa,Kaizer Chiefs,63,71,0,0,Right,1,4,3
144200,E. Albayrak,Eren Albayrak,23,23/04/1991,179,69,Turkey,Çaykur Rizespor,63,70,0,0,Left,1,3,3
163757,J. Walsh,Joe Walsh,22,13/05/1992,180,70,Wales,Crawley Town,63,70,0,0,Left,1,3,2
179636,D. Worrall,David Worrall,24,12/06/1990,170,67,England,Southend United,63,70,0,0,Right,1,3,2
187590,Z. Sadaev,Zaur Sadaev,24,06/11/1989,182,78,Russia,Lech Poznań,63,70,0,0,Right,1,3,3
188001,Zé Eduardo,José Eduardo de Araújo,22,16/08/1991,185,88,Brazil,Cesena,63,70,0,0,Right,1,3,2
190416,D. Le Tallec,Damien Vincent Denis Le Tallec,24,19/04/1990,184,73,France,Mordovia Saransk,63,70,0,0,Right,1,4,3
190594,T. Kayhan,Tanju Kayhan,24,22/07/1989,172,74,Austria,Kardemir Karabükspor,63,70,0,0,Right,1,4,2
194150,S. Moore,Simon Moore,24,19/05/1990,191,83,England,Cardiff City,63,70,0,0,Right,1,3,1
194656,A. Nikitin,Alexey Nikitin,22,27/01/1992,187,87,Russia,Amkar Perm,63,70,0,0,Right,1,5,2
198650,A. Sbaffo,Alessandro Sbaffo,23,27/08/1990,187,80,Italy,Latina,63,70,0,0,Right,1,3,3
199559,R. Inglese,Roberto Inglese,22,12/11/1991,187,75,Italy,Carpi,63,70,0,0,Right,1,3,3
199982,J. Van Damme,Joachim Van Damme,22,23/07/1991,195,89,Belgium,KV Mechelen,63,70,0,0,Left,1,3,2
200130,R. Mulumba,Rémi Mulumba,21,02/11/1992,178,70,France,AJ Auxerre,63,70,0,0,Right,1,3,3
200523,S. Bibilov,Shota Bibilov,23,06/08/1990,179,68,Russia,Rubin Kazan,63,70,0,0,Right,1,3,2
201257,T. Moulin,Thibault Moulin,24,13/01/1990,173,68,France,Clermont Foot 63,63,70,0,0,Right,1,4,2
202106,M. Knoll,Marvin Knoll,23,05/12/1990,186,79,Germany,SV Sandhausen,63,70,0,0,Left,1,3,2
202109,Cristobal,Cristóbal Gil Martín,22,05/02/1992,171,62,Spain,UD Almería,63,70,0,0,Right,1,3,3
204464,J. Ralls,Joe Ralls,20,13/10/1993,178,70,England,Cardiff City,63,70,0,0,Left,1,2,2
204882,R. Williams,Ryan Williams,20,28/10/1993,181,76,Australia,Fulham,63,70,0,0,Right,1,3,3
205186,P. Gazzaniga,Paulo Dino Gazzaniga,22,02/01/1992,196,90,Argentina,Southampton,63,70,0,0,Right,1,3,1
205955,B. Montenegro,Brian Montenegro,21,10/06/1993,179,79,Paraguay,Leeds United,63,70,0,0,Left,1,2,3
206631,K. Rowe,Kelyn Rowe,22,02/12/1991,173,70,United States,New England Revolution,63,70,0,0,Right,1,4,3
208525,G. Campanharo,Gustavo Campanharo,22,04/04/1992,178,68,Brazil,Hellas Verona,63,70,0,0,Right,1,3,2
208832,F. Boyer,Fabien Boyer,23,12/04/1991,187,80,France,La Berrichonne de Châteauroux,63,70,0,0,Right,1,3,2
